,US_Equity,EU_Equity,Intl_Developed,EM_Equity,Global_Tech,Global_Healthcare,Global_Financials,Global_Infrastructure,Global Energy,Global Industrials,Global Consumer Staples,Global Consumer Discretionary,Global Comm Services,Global Materials,Global Utilities,Style_Value,Style_Momentum,Style_Quality,Style_MinVol,Rates_US_Long,Rates_Developed,Rates_EM,Credit_US_IG,Credit_US_HY,Credit_EU_IG,Credit_EU_HY,Credit_EM,FX_USD,FX_EUR,FX_JPY,FX_EM,Commodities_Broad,Commodities_Gold,Commodities_Oil,Inflation_Expectations,Global_Real_Estate,ESG
Invesco NASDAQ 100 ETF,0.384415706,-0.010790644,0,-0.056554475,0.542336592,0.033160068,-0.070313297,0,0,0,-0.161210389,0.216094652,0.108875731,0,0.021259736,-0.149161653,0.039816097,0,0,0.014751453,0,0,0,0,0.012357356,0,0,0,-0.097543279,0,0.102968835,-0.012876708,0,0,0.000536135,0.02121499,0
Invesco QQQ Trust,0.26323285,-0.048987988,0,-0.00467266,0.633485403,0.068540161,0,-0.045414873,-0.022997396,-0.085675571,-0.019300433,0.221408133,0.083715741,0,0,-0.067132318,0.065720467,0,0,0,0,-0.007883307,0,0,-0.019867157,0,-0.009965177,0,0,0,0,0,0,-0.009219292,0,0,0
Invesco RAFI Developed Mkts ex-US S-METF,0,0,0.740131067,0.009938744,0,0,0,0.010877509,0,0,0,0.045716366,0,0.063748578,0,0.008788763,0,0,0,-0.064128458,0,0,0,0,-0.004276769,0.027365625,0,-0.163373428,0,0.065275362,0,0.001738674,0,0,0,0.037320929,0
Invesco S&P 500® Equal Weight ETF,0.048840879,-0.056611681,0,0,-0.091989493,0.021720462,0.022914832,0,0.052590038,0.087818738,0,0.100102491,0,0.056950559,0,0.294100115,0,0,0.023466068,-0.002665987,0,0,0,0,0,0,0,0,0,-0.007418649,0,0,0,-0.007536019,0,0.123619675,0.342895524
Invesco Senior Loan ETF,0,0,0,0,0,-0.049026171,0,0.009284297,0,0,0.005172219,0.038059527,0,-0.004499299,0,0,0.004393892,0,0,-0.064137023,-0.084634177,0.006973567,0,0.227685352,0,0.079486469,0.037813365,0,0,0,0,0,0,0.010188121,0,0.058284077,0
Invesco Tax-Free Ltd Term Impact,0,0.008772737,0.001172576,0,0.002456781,0,-0.016359114,0,-0.028005734,0.008405718,0.000774545,0,0.000374092,-0.009167012,0.005578262,0,0.002597145,0,0,0.034594571,0,0,0.173063573,0,0,0.020888794,0.056862123,0,0,0.029411312,0,-0.015786052,0,0.016456139,0,0,0
iPath® Bloomberg Cmdty TR ETN,0,0,0,0.045142756,0,0,0,0,0,0,0,0,0,0,0.021346001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776640825,0.057218879,0,0,0,0
iShares $ TIPS ETF GBP H Dist,0,0,0,0,0.005633203,0,-0.009680911,0,-0.002134072,0,0,0,-0.014558196,0,0,0,0,0,0,0.028213753,0,0,0.021850192,0.006225569,0,0.009751818,0,0,0,0,0,0,0.00010139,0,0.804043899,0.027113417,0
iShares $ Treasury Bd 3-7y ETF USD Acc,-0.010456508,0.001521975,0.131725529,-0.02529314,0,-0.007226472,-0.014920011,-0.005889418,-0.019256778,0,0.00468672,-0.047793794,0.03112975,-0.049322234,0.002092277,0.030497604,-0.02077362,0,0,0.05963818,0.206380652,0,0.234735982,0.012952934,-0.034340189,-0.072524951,-0.080156961,0,0,0.010058571,-0.032662154,-0.013000259,0.016116038,0.001260983,0.196494717,-0.037608622,0
iShares $ Treasury Bd 3-7yr ETF GBPHDist,0,0.019643905,0.097543438,-0.037661303,-0.007742606,0.019231434,0,-0.013376431,-0.015670929,-0.01757936,0.007869872,-0.026325013,0.044933101,-0.060636353,0,0.028928649,-0.026294629,0,0,0.039294991,0.272608719,0,0.182374268,0,-0.008115323,-0.086098082,-0.073886117,0,0,0.036283015,-0.029660388,-0.009730975,0,0.003655678,0.174141116,-0.040370684,0
iShares $ Trs Bd 7-10yr ETF EUR H Dist,0,0,0.136405701,-0.058919996,0.002717826,0.028335416,-0.006780099,-0.006776202,-0.021305463,-0.01422652,0,-0.016430188,0.020467181,-0.06592849,0,0.035497882,-0.028314564,0,0,0.211688455,0.230224513,0,0.248787045,0,0,-0.089908833,-0.086849188,0,0,0.052207184,-0.010033198,0,0,0.003570842,0.206880307,-0.050655303,0
iShares $ Ultrashort Bond ETF USD Acc,0,-3.11E-05,0,0,-0.00548326,-0.010194137,-0.002581681,0.012668349,0.006580001,0,-0.002617028,0,0.011262809,-0.005015557,-0.015997272,0,0.007602166,0,0.003315419,-0.022194437,0,-0.000548897,0.014225648,0.02512384,-0.015581534,0.010430825,0.057075768,0.010203117,0,0,-0.007676884,-0.025468368,0.018668795,0,0,0.010404671,-0.014799567
iShares 0-5 Year TIPS Bond ETF,0,0,0.016429351,-0.004672462,0.001859327,0,0,0.009184537,-0.000569876,0,0,0,0,-0.022001657,0,0,-0.006363862,0,-0.003837478,-0.059137107,0.030749222,0,0.034010359,0,-0.002264933,0,-0.00718097,-0.00107842,0,0,-0.015546168,0.020991192,0.010757328,0.000898858,0.396969046,0.000348469,0
iShares 1-3 Year Treasury Bond ETF,-0.021792053,0.026015952,0.014364158,-0.001705284,-0.000743684,-0.00346964,0.001019252,-0.002822249,-0.009144271,0,0,-0.020279652,0.026091274,-0.021829459,0,0.015692664,-0.006829612,0.01002796,0,0,0.086182886,-0.000106433,0.114824336,0.029026965,-0.021372592,-0.031090416,-0.067313677,-0.006966122,0,0.008857727,-0.010642129,-0.012474315,0.009405276,0.001974647,0.09716409,-0.022712808,0
iShares 1-5 Year invmt Grd Corp Bd ETF,0,0,0.03734079,0.005277237,-0.013946569,-0.01179766,0,0.011434867,-0.003040078,-0.019110561,-0.017536326,0,0.016213717,-0.020109796,0,0,0,0,0,-0.096913303,0,0,0.327466436,0,-0.016413813,0.022318036,0.062375865,0,0,0.017425181,-0.081698773,-0.012264946,0.017588975,-0.003852191,0.093083316,0.01508685,-0.008793812
iShares 10-20 Year Treasury Bond ETF,0,0,0.057458546,-0.051978107,0.015690511,0,0.029037214,-0.05402871,-0.026537344,-0.022638231,0,0,0.010941715,-0.000273048,0.036170363,0.036792809,-0.034294157,0,0,0.604068199,0.093267516,0,0.227861256,0,-0.047229147,-0.093523969,0,-0.122351255,0,0.00204418,0.00739583,-0.010366139,-0.00160615,0.003932789,0.156488643,-0.050424735,0.007202422
iShares 20+ Year Treasury Bond ETF,0,0,0,0,0.001853921,0,0,0,-0.005392589,0,0,0,0,0.000666919,0,0,0,0,0,0.97759185,0,0,0,0,0,0,0,-0.004544803,0,0,0,0,0.001659778,-0.001745047,0,0,0
iShares 3-7 Year Treasury Bond ETF,-0.010143288,0.001704466,0.135082023,-0.023906761,0,-0.008738602,-0.015462857,-0.006985352,-0.018279112,0,0.002342376,-0.049038561,0.03270148,-0.051032131,0,0.030939244,-0.020660083,0,0,0.061810926,0.19709406,0,0.233553935,0.009906067,-0.030924614,-0.069054087,-0.082675481,0,0,0.014255793,-0.033145389,-0.011020112,0.015351069,0.001022834,0.196680624,-0.036347666,0
iShares 5-10 Year invmt Grd Corp Bd ETF,0,0,0,0,0,-0.01550032,0,0.008078166,0,0,-0.030814096,0,0.00586801,-0.014438397,0,0,0,0,0,-0.016917461,0,0,0.576047403,0,-0.004020368,0.064427354,0.127178767,0,0,0,-0.073243836,0,0.010593839,-0.00454957,0.052145692,0.021294899,0
iShares 7-10 Year Treasury Bond ETF,0,0,0.145647009,-0.050437198,0.015915213,-0.002334456,-0.029165232,0,-0.015370143,0,0,-0.049664016,0.026124595,-0.059417093,0.002412182,0.036600221,-0.029184518,0,-0.008028529,0.240186651,0.210006929,0,0.249547783,0.015842016,-0.033575118,-0.080418159,-0.071530944,0,0,0.023354695,-0.014229589,-0.010159669,0.017393883,0.00217689,0.214286563,-0.039540235,0
iShares Agency Bond ETF,-0.036353742,0,0.05555228,-0.004785498,0.000479576,-0.006566903,0,-0.006188029,-0.008856233,0,-0.000107742,-0.022549791,0.029571411,-0.027401423,0,0.014400108,0,0.002758293,0,0.06563277,0.08018566,-0.007974645,0.159938875,0.018110378,-0.021684794,-0.022750117,-0.032826571,0.001356088,0,0.010614805,-0.028026542,-0.017383068,0.012800843,0.002135619,0.129992826,-0.016370751,0
iShares Bitcoin Trust ETF,0,0,0,0,0,0,0,0,0,0.2253431,0,0.76674075,0,0,0,0,0.726681287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iShares Broad USD Invm Grd Corp Bd ETF,0,0,0,0,0,-0.007140607,0,0,0,-0.019499301,-0.01273694,0,0,-0.004596206,0,0,0,0,0,0,0,0,0.632304033,0,0,0.037199497,0.120394802,0,0,0,-0.030874823,0,0.004823503,-0.005715451,0,0.032245025,0
iShares China Large-Cap ETF,0,0,0,1.667680493,-0.316827675,0,0.033946928,0,-0.09824405,-0.073334219,0,0.328355927,0.231480763,0,0.147161942,0,-0.132302363,0.074857404,0,0.26438787,0,-0.460660078,0,-0.677767267,-0.177477117,0,0,0,0,0.191882664,0,0,0,0.073351369,-0.283122768,-0.343845821,0
iShares CMBS ETF,-0.154305947,-0.033665285,0.095551291,0.021052876,0.020744927,-0.014099067,0.030435223,0.015097181,-0.026857351,0,-0.023565841,-0.020570508,0.035316939,-0.023770959,-0.016786788,-0.006246206,0.037743625,-0.036112329,0.041359239,0.015633065,0.1123554,0.003912031,0.298307917,-0.004203436,-0.039915078,0.015991969,0.033278294,0,-0.082943417,0,-0.112477704,-0.031573202,0.028150584,0.013072995,0.169550875,0.04803867,0
iShares Cor MSCI Eurp UCITS ETF EUR Dist,0,0.821434397,0,-0.007026654,0,0.032868342,0,0,-0.014424961,0,0.033151613,0.018292903,-0.012990953,0,-0.048171024,0.022459597,0,0,0,-0.001834221,0,0,0,0,0,0.011756636,0,0,-0.818871789,-0.018152249,0,0,0,0.011832002,0,0.02752848,0.038751094
iShares Core 30/70 Cnsrv Allc ETF,0.052604522,0,0.109100386,0.014396476,0.01353501,0,0.007137053,0,-0.012877333,-0.006984499,0,0,0.019877638,-0.004677906,0,0.019148199,-0.003617425,0,0.007310519,0.038340214,0.05588975,0,0.249344266,0.019936977,0.007864021,-0.030197264,0.024132613,-0.047249512,-0.030297948,0,-0.020625608,-0.009928293,0,0.007416007,0.045834277,0.00318284,0.063183745
iShares Core 40/60 Moderate Allc ETF,0.114235067,0,0.133702523,0.026188355,0.008259772,0,0.003164142,0,-0.012684434,0,0,0.000973057,0.015898619,-0.004444236,0,0.018160992,-0.002214254,0,0,0.032677307,0.030909575,0,0.226096297,0.006321191,0.010723357,-0.023600728,0.018416086,-0.048535778,-0.021364334,0,-0.012651482,-0.007053083,0,0.007614748,0.030369119,0.006960445,0.069673074
iShares Core Global Aggt Bd ETF EUR HAcc,0,0.00743807,0,-0.011054941,0,-0.013479357,-0.006762364,0,-0.004215092,-0.012731795,-0.001332952,-0.010427425,0.012627358,-0.01313041,-0.004872511,0.018459306,-0.002652628,0.002480843,0,0.012086193,0.102143388,0,0.226322726,0.021790454,0.065185214,-0.011622529,0,0,-0.099592423,0.004447051,-0.017700485,-0.037079492,0.006257042,0.003893813,0.133008444,0.019062011,0
iShares Core Global Aggt Bd ETF USD Dist,0,0,0,0,0,0,0,0,-0.000505563,-0.001189394,0,-0.000605018,0.016008376,-0.014529917,0,0,0,0,0,0.062381781,0.304738968,0,0.135578032,0,0.027457722,0.034446878,0,-0.060147532,0,0.080209669,0,0,0.013056783,-0.003631467,0.044890243,0.010847696,0
iShares Core Global Aggt Bd ETF USD HAcc,0,0.022709299,0,-0.013751684,0,-0.018929979,-0.018350343,0,-0.002962572,-0.017415484,0,-0.012654654,0.009728124,-0.016202587,-0.009315801,0.025595521,-0.001580489,0.006360415,0,0.015787537,0.114956597,0,0.219324825,0.03677641,0.06109423,-0.023147998,0.008521523,0,-0.091308545,0.001264375,-0.011663916,-0.045209462,0.010603092,0.004088887,0.104704447,0.022567877,0
iShares Core MSCI China ETF,0,0,0,1.783942835,-0.291692089,0,-0.007677754,0,-0.205122158,-0.011430738,0.030393086,0.233430795,0.066759966,0,0.007450748,0,0,0,0,0.183187125,0,-0.508974345,0,-0.234820946,-0.204444996,0,0,0,0,0.077374339,0,0.043419459,0,0.028562801,0,-0.23959667,0
iShares Core MSCI EMU UCITS ETF EUR Acc,0,1.020829005,0,-0.025650858,0.011869376,-0.037012104,-0.024160596,0,-0.033875348,0.012901488,0,0.119150644,-0.021344352,-0.024088831,-0.083828963,0.099524226,0.02206819,-0.117556333,0,0,0,0.050102547,0,0,0.000459213,0.125463086,0,0.169697076,-0.747303911,-0.077864631,0,-0.024139214,0.003198846,0.00690469,0,0,0
iShares Core MSCI Europe ETF EUR Acc,0,0.82186717,0,-0.007405285,0,0.031760999,0,0,-0.014586852,0,0.033641572,0.019177486,-0.012993796,0,-0.048507503,0.023005204,0,0,0,-0.00210916,0,0,0,0,0,0.01215894,0,0,-0.818681313,-0.018449483,0,0,0,0.011801617,0,0.028395407,0.037335614
iShares Core MSCI Pac ex-Jpn ETF USD Acc,0,-0.468532961,0.728973823,0.157366749,0,0.026798971,0.026872331,0.248749873,-0.015357728,-0.099654638,-0.000997004,0.057053769,0.019275422,0.297603041,-0.152841303,-0.097352219,0.15921431,-0.254371747,0,-0.193265242,0.105553409,-0.286559418,0.278522112,-0.486011097,-0.078315453,0.255891854,0,-0.592863397,-0.666487273,-0.044511983,0.537514981,0.014023217,-0.032408628,-0.049067412,0,0.319257518,0.061369816
iShares Core MSCI World ETF USD Acc,0.503652708,0.016738682,0.227483813,0,0.010226596,0.02574448,0.007044153,0,0.003576447,0,0,0.045734218,0.000946313,0.00927758,-0.013906547,0,0.021246106,0,0,-0.000744087,0,0.01256276,0,0,0,0.019062517,0,-0.008754795,0,0,0,0,0,0.006702434,0,0.002255068,0.094335285
iShares Core S&P 500 ETF,0.857020658,0,0,0,0.013161024,0.012180682,0,0,0.001043821,0,0,0.021076357,0,0,0,0,0.005604011,0.023405325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001687921,0,0,0.049392207
iShares Core S&P 500 ETF USD Acc,0.860294808,0,0,0,0.012848801,0.012102575,0,0,0.001088266,0,0,0.021352988,0,0,0,0,0.005292165,0.021434879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001787897,0,0,0.048220664
iShares Core S&P 500 ETF USD Dist,0.857466592,0,0,0,0.013283571,0.012429189,0,0,0.001078852,0,0,0.021362998,0,0,0,0,0.005131454,0.021336177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001728086,0,0,0.049942644
iShares Core S&P Mid-Cap ETF,0,-0.136299513,0,0,-0.090773746,0,0,0,0.030055168,0.203039375,-0.118149754,0.149500589,0,0.023375514,0,0.42653461,0.018830769,0,0,-0.008961512,0,0,0,0,0,0,0,0,0,-0.016035657,-0.020697839,0,0,0,0,0.169891442,0.339852478
iShares Core S&P Small-Cap ETF,0,0,0,0,0,0,0,0,0.014187197,0.066679303,-0.206891177,0.113345205,0,0,-0.011675411,0.789628884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040809917,0,0,0.208687389,0.008260423
iShares Core S&P Total US Stock Mkt ETF,0.673436312,0,0,0,0,0,0,0,0.0033243,0,-0.003829325,0.064344267,0,0,-0.029198534,0.058929643,0.045209145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002614927,0,0.034929946,0.144395984
iShares Core S&P US Growth ETF,0.942087696,0,0,0,0.15675603,0,-0.07632108,-0.004620948,-0.028282693,-0.008547028,-0.07727573,0.099930365,0,0,0,-0.198542298,0.148031351,0,0,-0.010878342,0,-0.013630266,0,0,0,0,0,0,0,0.017539628,0,0,-0.013247265,0,0,0,0.052499273
iShares Core S&P US Value ETF,0.37823983,-0.110062597,0,-0.013076843,-0.089226624,0.060601208,0.117759118,0,0.038673549,0.086801324,0.085447252,0,-0.001638265,0.027980265,-0.02278645,0.340391368,-0.137200772,0.016707981,0.093212024,0.017022933,0,0.054194613,0,0,0.015786584,-0.010332857,-0.009331414,-0.04082757,0,-0.077142663,0,0.004235956,0.00774178,0,-0.041615476,0.036103611,0.060484314
iShares Core US Aggregate Bond ETF,0,0,0.060426037,-0.005048932,0,-0.002932354,0.002521761,0,-0.013407225,-0.009946843,-0.014391367,-0.014198668,0.016550071,-0.028413093,0.003199565,0.022892093,-0.022789683,0,0,0.111886405,0.057089914,-0.015344924,0.34533161,0.004896499,-0.016645209,-0.01216151,0,-0.023696359,0,0.024416716,-0.016493403,-0.009485524,0,-0.001135535,0.123262101,-0.008046465,0
iShares Dev Mkts Prpty Yld ETF USD Dist,0,0,0,0.022701896,-0.006416184,0.011457993,0,0,0.019986064,0,0,0,0,0.000791404,0,0,0,0,0,0,0,0,0,0,0.020752005,0,0,-0.122017776,0,0,0,0,-0.009414995,-0.001152391,0,0.886443775,0
iShares ESG Aware MSCI EAFE ETF,0,0.28502245,0.620854455,0,0.008957374,0.006428644,0,0,0,0,0,0.014328497,0,0,0,0,0,0,0,0,0,0,0,0,0.009681794,0,0,0,0,0,0,0,0,0,0,0,0
iShares ESG Aware MSCI EM ETF,0,0,0,0.925380069,0.006868936,0,0,0,-0.000287391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055227642,0,0,0,0,0,0,0,0,0,0,0
iShares ESG Aware MSCI USA ETF,0.626385165,-0.001691321,0,0,0.035406978,0.014749576,0,0,0.00581404,0,0,0.042417965,0,0,-0.009844525,0,0.030302207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254022197
iShares ESG MSCI KLD 400 ETF,0.466953366,0,0,0,0.061528338,0,0,0,0,0.029851757,0,0.073368091,0.021054445,0,-0.021240181,0,0.037859179,0.006523186,0,0,0,0,0,-0.018162136,0,-0.031175517,0,0,0,-0.001384093,0,0,0,-0.000209107,0,0.028192435,0.30710236
iShares ESG Optimized MSCI USA ETF,0,0,0,0.00139083,0.004669377,0,0,0,0,0,0,0.011401807,0,0.001522089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9619922
iShares Europe ETF,0,0.866911891,0,0,0.007228726,0.043765081,0,0,0,0,0.007742171,0.016817728,0,0,0,0.014324711,0,0,0,0,0,0,0,0,0.001565061,0.063899544,0,0,0,0,0,0,0,0.006951737,0,0,0
iShares European Prpty Yld ETF EUR Dist,0,0.265974477,0,-0.078295285,0,-0.029043344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139690027,0,0,0,0,0,0,-0.004156673,-0.022877955,0,0,0.68729146,0
iShares Global Aggt Bd ESG SRIETFUSDHAcc,0,0,0,0,0.040098528,0,-0.014521584,0,0,-0.042402162,0,0,0,-0.032573752,0,0,0,0,0,0.040412833,0,0,0.102190075,0.122704181,0.083845765,0,0,0,0,0.054755316,0,-0.000633042,0,0,0.064572661,0.04769866,0
iShares Global Comm Services ETF,0,0,0,0,0,0,0,0,0,0,0,0.00894475,0.942363989,0,0,0,0,0,0,0,0,0,0,0,0,0.04327998,0,0,0,0,0,0,0,0.002519122,0,0.002167259,0
iShares Global Energy ETF,0,0,0,0,0,0.009339443,0,0,0.950582151,0,0,0,0,0,-0.026464178,0.007972599,0,0,0,0,0,0,0,0,0,0.021033721,0,-0.04744334,0,0,0,0,0,0.021792849,0,0,0
iShares Global Financials ETF,0,0,0,0,0,0.007487424,0.921030319,0,0,0,0,0.002759857,0,0,-0.03388303,0.025751848,0,0,0,0,0,0,0,0,0,0.078462092,0,0,0,0,0,0,0,0.004848053,0,0.0073167,0
iShares Global Govt Bond ETF USD Acc,0,0,0,-0.006508751,0,0,0,0,0,0,0,-0.004107702,0,-0.001581841,0,0,0,0,0,0.14428963,0.331514355,0,0,0,0.074799085,0,0,-0.014143358,0,0.087334021,0,-0.007473197,0.014737415,-0.002237011,0.039131607,0,0
iShares Global Healthcare ETF,0,0,0,0,0,0.987935839,-0.000118758,0,-0.008083747,0,0,0,0,0,-0.010017588,0,0,0,0,0,0,0,0,0,0.005086565,0.013860163,0,-0.006715743,0,0,0,0,0,0.003224469,0,0,0
iShares Global Infl Lnkd GovBd ETF $ Acc,0,0.019840569,0,0,0.008107678,0,0,0,-0.001838745,0,0.014215019,0.012608913,-0.02536244,0.017280094,0,-0.00850137,-0.013140128,0,0,0.018080089,0,0,0,0,0.162702671,0.072814699,0,-0.080529043,0,0,0,0,0.018916898,0.004550958,0.639253024,0.019834988,0.015714084
iShares Global Infrastructure ETF,0,0,0,0.005328651,0,0.004080315,0,0.879664955,0.00350509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063521449,0,0,0,0,0,0,0.00125653,0.002052607,0,0.051383185,0
iShares Global REIT ETF,0,0,0,0,0,0,0,0,0.002359673,0,0,0,0,0.000491049,0,0,0,0,0,0,0,0,0,0,0.008809589,0,0,0,0,0,0,0,0,0,0,0.962557151,0
iShares Global Tech ETF,0.012419563,0,0,0,0.972273243,0,0,-0.017712372,-0.004762378,-0.025492603,0,0.003022785,0,-7.34E-06,-0.0024142,0,0.007305082,0,0,0,0,0,0,0,0,0.032256601,0,-0.012397071,0,0,0,0.009144611,0,-0.001604506,0,0,0.028410559
iShares GNMA Bond ETF,0,-0.006063405,0.146829707,-0.034453106,0.000578426,-0.011415604,0.011836416,0,-0.01481938,0,-0.032974885,-0.010188196,0.030957402,-0.049825724,0.015472438,0.07139392,-0.086190863,0,-0.012244478,0.132338575,0.131228931,-0.037026693,0.164313031,0.025067985,-0.02330898,-0.102042037,0,-0.103425242,0,0.031358164,0,0,-0.029999518,-0.00587593,0.174358217,-0.042289451,0.042675992
iShares Gold Trust,0,0,0,0,0,0,0,0,-0.010611436,-0.011439339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948440909,0,0,0,0
iShares Government/Credit Bond ETF,0,0.000979409,0.037304586,0,0,-0.004839679,0,0,-0.007847954,-0.015701535,-0.002901424,-0.020915945,0.009364306,-0.016297408,0,0.007642468,-0.001697727,0,0,0.11255799,0.046627052,-0.00427914,0.396575876,0.00450794,-0.015501729,0,0,-0.007640249,0,0.012733171,-0.029092105,-0.01542361,0.01228801,6.07E-05,0.099579744,-0.00413177,0
iShares iBoxx $ High Yield Corp Bd ETF,0,0,0,-0.00143295,0.009711877,-0.001100813,0,0,-0.002801342,0,-0.010608848,0.011114311,-0.007056382,0,0,0,0,0,-0.003140617,-0.00066922,-0.00885269,0,0,0.829162408,-0.010231881,0.067630039,0,0,0,0,0,-0.024489901,-0.00225114,0.019466232,0,0.022283059,0
iShares iBoxx $ Invmt Grade Corp Bd ETF,0,0,0,0,0,0,0,0,-0.003867703,0,-0.002892336,0,0,0,0,0,0,0,0,0,0,0,0.926866334,0,0,0.016082358,0.00442745,0,0,0,0,0,0.00694274,-0.00343237,0,0.01351401,0
iShares Intermediate Govt/Crdt Bd ETF,-0.027464395,0,0.059637725,-0.004682829,0.002955523,-0.003506264,-0.004032573,0,-0.008579559,-0.006045032,0,-0.024418618,0.022388496,-0.029925018,0,0.013625738,-0.005648414,0,0,0,0.084333544,0,0.295421596,0.001654643,-0.0202569,-0.015072606,-0.01470466,0,0,0.018291524,-0.044805215,-0.014390663,0.015380128,0,0.145014751,-0.008735648,0
iShares JP Morgan $ EM Bd ETF CHF H Acc,0,0,0,0,0.00084854,-0.004388856,0,0,-0.011826093,0,-0.012376772,0,0,0,0,0,0.017577683,0,0,0,0,0.030228704,0,0,0,0.005111278,0.840005076,0,0,0,0,-0.009701826,0,0.021313524,0,0.015461599,0
iShares JP Morgan $ EM Bd ETF EUR H Acc,0,0,0,0,0,-0.009853919,0,0,-0.009146073,0,-0.006054922,0,0,0,0,0,0.017225382,0,0,0,0,0.02635256,0,0,0,0.010397521,0.848829841,0,0,0,0,-0.020305298,0,0.023570375,0,0.014039749,0
iShares JP Morgan $ EM Bd ETF GBP H Dist,0,0,0,0,0,-0.011667541,0,0,-0.00598159,0,-0.025731299,-0.005840089,0,0,0.000619158,0,0.017398838,0,0,-0.001644167,0,0.034804608,0,0,0,0.015265153,0.876663265,0,0,0,0,-0.026265607,0,0.024638657,0,0.009977367,0
iShares JP Morgan $ EM Bd ETF HCHF Acc,0,0,0,0,0,0,0,0,-0.010725656,0,-0.005395754,0,0,0,0,0,0.007281885,0,0,0,0,0.016304336,0,0,0,0.013924395,0.868639358,0,0,0,0,0,-0.00192013,0.016409623,0,0.002580758,0
iShares JP Morgan $ EM Bd ETF HEUR Acc,0,0,0,0,0,0,0,0,-0.008772233,0,-0.006419,0,0,0,0,0,0.008377748,0,0,0,0,0.014015093,0,0,0,0.017891438,0.873550372,0,0,0,0,-0.009496749,0,0.018081353,0,0.000807538,0
iShares JP Morgan $ EM Bd ETF HGBP Acc,0,0,0,0,0,0,0,0,-0.008080457,0,-0.005590683,0,0,0,0,0,0.007703026,0,0,0,0,0.016290134,0,0,0,0.019284451,0.871692302,0,0,0,0,-0.014962702,0,0.019539894,0,0,0
iShares JP Morgan EM Local Ccy Bd ETF,0,0,0,0.049412935,-0.016302639,0,0,0,0,-0.013004495,0,0,0,0,0,0,0,0,0,-0.028835309,0,0.795026496,0,0,0,0.054957641,0,-0.016228275,0,0,0,0,0,-0.006128515,0,0,0
iShares JP Morgan USD Em Mkts Bd ETF,0,0,0,0,0.000146214,0,0,0,-0.006365549,0,-0.00725199,0,0,0,0,0,0.005437936,0,0,0,0,0.027171342,0,0,0,0.020409574,0.871852297,0,0,0,0,-0.031197368,0,0.022052918,0,0.002486377,0
iShares JPX-Nikkei 400 ETF,0,-0.802031484,1.906520994,-0.095163413,0.048081276,0.106474406,0,-0.03034345,0,0.04093213,0,0.029435386,0.018384845,-0.028986766,0,0.013908278,-0.099729475,0,0,0,0,0.041460364,0,0,-0.032880594,-0.116976942,0,0,0,0.245923887,0,-0.0933274,-0.028336542,0.031999255,0,-0.243679685,0
iShares Latin America 40 ETF,0,0,0,0,0,0,0.060573849,0,0.208320774,0,0,0,-0.138926564,0.210298571,0,0,0,-0.002751897,0,-0.169231051,0,1.315746312,0,0,0,0.12741344,0,0,0,0,0.078285381,0,0,0.025902548,0,0,0
iShares Micro-Cap ETF,0,0,0,0,0,0,0,0,0.005923827,0.034128239,-0.463511225,0.182000659,0,0,-0.014231468,0.768942704,0.152732726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.088078064,0,0,0.224714287,0
iShares MSCI ACWI ETF,0.431898869,0.01674728,0.177932595,0.091233314,0.024938175,0.024692223,0.01599726,0,0.005466824,0,0,0.05488162,0.005888935,0.012799151,-0.010493107,0,0.017029099,0,0,0,0,0.024984827,0,0,0,0.017295175,0,-0.029673095,0,0,0,0,0,0.005388342,0,0,0.076415954
iShares MSCI ACWI ex US ETF,0,0.155754409,0.421727501,0.245215297,0,0.005739971,0.00598767,0,0,0,0,0.038469874,0,0.036871988,0,0.00543962,0,0,0,0,0,0,0,0,0,0.045887826,0,0,0,0,0,0,0,0.002702132,0,0,0
iShares MSCI All Country Asia ex Jpn ETF,0,0,0,1.092422972,0.019705171,0,0,0,-0.058089771,0,0,0,0,0,-0.008797769,0,0,0,0,0,0,-0.216712317,0,0,0,0,0,-0.082656203,0,0,0,0,0,-0.002845516,0,0,0
iShares MSCI EAFE ETF,0,0.238400468,0.665850252,0,0,0.043471129,0,0,-0.000657727,0,0,0.014166476,0,0.004005425,-0.021678389,0,0,0,0,0,0,0.002825482,0,0,0,0.014565051,0,-0.051796078,0,0,0,0,0,0,0,0,0
